State Code,FIPS County Code,County Name,Metal Level,Issuer Name,Premium Adult Individual Age 21,Medical Deductible - Individual - Standard,Medical Maximum Out Of Pocket - Individual - Standard
AK,2013,Aleutians East,Gold,Premera Blue Cross Blue Shield of Alaska, $625.00 ,"$1,500","$6,000"
AK,2013,Aleutians East,Silver,Premera Blue Cross Blue Shield of Alaska, $560.00 ,"$4,500","$7,350"
AK,2013,Aleutians East,Bronze,Premera Blue Cross Blue Shield of Alaska, $434.00 ,"$6,350","$7,350"
AK,2013,Aleutians East,Bronze,Premera Blue Cross Blue Shield of Alaska, $433.00 ,"$5,250","$6,600"
AK,2013,Aleutians East,Silver,Premera Blue Cross Blue Shield of Alaska, $583.00 ,"$3,000","$6,600"
AK,2016,Aleutians West,Gold,Premera Blue Cross Blue Shield of Alaska, $625.00 ,"$1,500","$6,000"
AK,2016,Aleutians West,Silver,Premera Blue Cross Blue Shield of Alaska, $560.00 ,"$4,500","$7,350"
AK,2016,Aleutians West,Bronze,Premera Blue Cross Blue Shield of Alaska, $434.00 ,"$6,350","$7,350"
AK,2016,Aleutians West,Bronze,Premera Blue Cross Blue Shield of Alaska, $433.00 ,"$5,250","$6,600"
AK,2016,Aleutians West,Silver,Premera Blue Cross Blue Shield of Alaska, $583.00 ,"$3,000","$6,600"
AK,2020,Anchorage,Gold,Premera Blue Cross Blue Shield of Alaska, $594.00 ,"$1,500","$6,000"
AK,2020,Anchorage,Silver,Premera Blue Cross Blue Shield of Alaska, $533.00 ,"$4,500","$7,350"
AK,2020,Anchorage,Bronze,Premera Blue Cross Blue Shield of Alaska, $413.00 ,"$6,350","$7,350"
AK,2020,Anchorage,Bronze,Premera Blue Cross Blue Shield of Alaska, $412.00 ,"$5,250","$6,600"
AK,2020,Anchorage,Silver,Premera Blue Cross Blue Shield of Alaska, $555.00 ,"$3,000","$6,600"
AK,2050,Bethel,Gold,Premera Blue Cross Blue Shield of Alaska, $594.00 ,"$1,500","$6,000"
AK,2050,Bethel,Silver,Premera Blue Cross Blue Shield of Alaska, $533.00 ,"$4,500","$7,350"
AK,2050,Bethel,Bronze,Premera Blue Cross Blue Shield of Alaska, $413.00 ,"$6,350","$7,350"
AK,2050,Bethel,Bronze,Premera Blue Cross Blue Shield of Alaska, $412.00 ,"$5,250","$6,600"
AK,2050,Bethel,Silver,Premera Blue Cross Blue Shield of Alaska, $555.00 ,"$3,000","$6,600"
AK,2060,Bristol Bay,Gold,Premera Blue Cross Blue Shield of Alaska, $625.00 ,"$1,500","$6,000"
AK,2060,Bristol Bay,Silver,Premera Blue Cross Blue Shield of Alaska, $560.00 ,"$4,500","$7,350"
AK,2060,Bristol Bay,Bronze,Premera Blue Cross Blue Shield of Alaska, $434.00 ,"$6,350","$7,350"
AK,2060,Bristol Bay,Bronze,Premera Blue Cross Blue Shield of Alaska, $433.00 ,"$5,250","$6,600"
AK,2060,Bristol Bay,Silver,Premera Blue Cross Blue Shield of Alaska, $583.00 ,"$3,000","$6,600"
AK,2068,Denali,Gold,Premera Blue Cross Blue Shield of Alaska, $625.00 ,"$1,500","$6,000"
AK,2068,Denali,Silver,Premera Blue Cross Blue Shield of Alaska, $560.00 ,"$4,500","$7,350"
AK,2068,Denali,Bronze,Premera Blue Cross Blue Shield of Alaska, $434.00 ,"$6,350","$7,350"
AK,2068,Denali,Bronze,Premera Blue Cross Blue Shield of Alaska, $433.00 ,"$5,250","$6,600"
AK,2068,Denali,Silver,Premera Blue Cross Blue Shield of Alaska, $583.00 ,"$3,000","$6,600"
AK,2070,Dillingham,Gold,Premera Blue Cross Blue Shield of Alaska, $594.00 ,"$1,500","$6,000"
AK,2070,Dillingham,Silver,Premera Blue Cross Blue Shield of Alaska, $533.00 ,"$4,500","$7,350"
AK,2070,Dillingham,Bronze,Premera Blue Cross Blue Shield of Alaska, $413.00 ,"$6,350","$7,350"
